return_1d_past,return_2d_past,return_3d_past,return_4d_past,return_5d_past,return_6d_past,return_7d_past,return_10d_past,return_20d_past,return_30d_past,return_120d_past,return_480d_past,KAMA_10,SMA_20,HLC3,TEMA_20,EMA_20,HMA_20,FWMA_10,ATR_14,BBL_20,OBV,PVT,gold_return,sample_index
-0.01943495,-0.038275383,0.015005733,-0.0040772236,-0.009549372,-0.010696638,-0.042814963,0.02713344,-0.060467128,0.0056834463,-0.031896938,-0.05626963,0.029110923,0.0020304772,-0.0020539446,-0.00444324,0.013157801,-0.01399386,0.010550086,-0.061594024,-0.04399932,0.006607389,0.01856658,-0.0015720071,50
-0.009819666,-0.03830974,-0.040915534,-0.00086938293,-0.018498639,0.0018379199,-0.049656965,-0.015597121,-0.035053305,0.0249333,-0.02683915,-0.053473283,0.03650452,0.0019076514,0.0036033953,-0.011511144,0.009644178,-0.016877964,0.008943919,-0.048028823,-0.02933842,0.019596228,0.023386613,0.0024452137,51
-0.043431126,-0.0034850477,-0.046582744,-0.024910048,-0.024386192,-0.008271291,-0.045178697,-0.039358046,-0.008886469,0.009161525,-0.023610948,-0.02502882,0.038109723,0.00057090924,0.0058567664,-0.0074165035,0.012580153,-0.016255248,0.009252908,-0.04419939,-0.018850284,0.037158538,0.028530842,0.02334012,52
0.016245551,0.049826976,0.16106002,0.03464968,-0.012386048,0.0089644585,0.013056708,0.011577262,-0.0091972435,0.063530274,0.0033191678,-0.006430911,0.2423798,0.014245767,0.01778935,-0.0008906149,0.020224944,0.020388277,0.057684127,-0.018011836,0.0040465654,0.079231516,0.041783817,0.04961314,53
-0.02536662,-0.024769573,-0.036643133,0.03582865,-0.0032371904,-0.0046793823,-0.023958057,-0.005161052,-0.026864745,0.015558826,-0.02267393,-0.040710308,0.039966818,0.0031777746,0.00711543,-0.0006580547,0.012641268,0.001968866,0.014643607,-0.07361973,-0.030125426,0.011637664,0.038610313,-0.010423189,54
0.04028736,-0.01896858,-0.004938345,-0.02512939,-0.0011454714,-0.0017303763,-0.023906622,0.009645574,-0.029760664,0.00064402557,-0.021171037,-0.053816468,0.036013033,0.0030165801,0.003994263,-0.008055665,0.012956053,-0.0005322035,0.012749336,-0.043759346,-0.029677605,0.0039362647,0.027896196,-0.007568073,55
-0.024021776,-0.009031017,0.0048326612,-0.004344487,0.0029652128,-0.005769227,-0.037449226,0.011650831,-0.012403319,0.040943045,-0.011037785,-0.037872598,0.046191394,0.004097843,0.011288069,2.6506808e-05,0.017362949,0.01202993,0.011572636,-0.022183537,-0.020943765,0.030377468,0.03697201,0.04851392,56
0.0042056725,-0.015598588,0.002146211,-0.020738032,-0.0071982406,0.00218427,-0.016893318,0.038305108,-0.017359734,0.058751866,-0.017686097,-0.041714422,0.032903995,0.004505279,0.0028289768,-3.4345096e-05,0.015673554,0.013944085,0.012880052,-0.044094127,-0.028026022,0.030717617,0.03002036,-0.0062947385,57
-0.018851597,-0.016095055,0.0029186965,-0.014488611,-0.01237624,0.035875984,-0.10368187,0.042511154,-0.028194806,0.024626013,-0.036273003,-0.064794354,0.026589807,0.0031757217,0.0026029497,-0.002049792,0.012077847,0.0052679884,0.010968045,-0.052277032,-0.040058386,0.017198354,0.03303133,-0.026339227,58
-0.07156126,-0.028512558,-0.00010817213,0.0060179965,0.0039742463,0.018693522,-0.080622524,0.053862266,-0.01665892,0.0031532547,-0.028221408,-0.031735584,0.034954228,0.005098994,0.011501362,-0.0056041027,0.014262376,-0.0074482867,0.0067841774,-0.0448869,-0.031895384,0.02114566,0.02994874,0.018916383,59
-0.019904569,-0.00055555697,-0.04625494,0.022745932,0.0024838042,-0.015340734,-0.07981596,0.0107387975,-0.026766304,0.0077988342,-0.0029064857,-0.06277779,0.040454425,0.0058884243,0.0133828595,0.0024285254,0.013851612,-0.0122102965,0.009503525,-0.042148508,-0.016732886,0.03844384,0.035977867,-0.035883415,60
